Product_item_no,Product_mfr_no,Product_name,Product_packsize,Product_price,Product_url,Product_value,Product_wght
4001486,0.14,Silylation reagents - BSTFA; SILYL-991; Description BSTFA; Capacity 1 ml,20pk,"€ 148,74",https://www.reagecon.com/consumablesequipment/chromatography/silylation-reagents-bstfa-silyl-991-description-4001486?returnurl=%2fconsumablesequipment%2fchromatography%2f,701220.201,0.14
4003417,0.29,Syringe filter CHROMAFIL® Polyester (PET); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,100pk,"€ 81,01",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyester-pet-type-non-4003417?returnurl=%2fenvironmental%2fsample-preparation%2f,729221,0.29
4003415,1.21,Syringe filter CHROMAFIL® Polyvinylidenfluoride (PVDF); Type non sterile; Filter diam. 25 mm; Pore size 0.45 µm; Housing PP-colourless/labelled,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyvinylidenfluoride-4003415?returnurl=%2fenvironmental%2fsample-preparation%2f,729219.400,1.21
4003416,1.21,Syringe filter CHROMAFIL® Polyester (PET); Type non sterile; Filter diam. 25 mm; Pore size 0.45 µm; Housing PP-colourless/labelled*,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyester-pet-type-non-4003416?returnurl=%2fenvironmental%2fsample-preparation%2f,729220.400,1.21
4003418,1.21,Syringe filter CHROMAFIL® Polyester (PET); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyester-pet-type-non-4003418?returnurl=%2fenvironmental%2fsample-preparation%2f,729221.400,1.21
4003413,0.36,Syringe filter CHROMAFIL® Polyvinylidenfluoride (PVDF); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled,100pk,"€ 81,01",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyvinylidenfluoride-4003413?returnurl=%2fenvironmental%2fsample-preparation%2f,729218,0.36
4003412,1.21,Syringe filter CHROMAFIL® Polyamide (PA); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyamide-pa-type-non-4003412?returnurl=%2fenvironmental%2fsample-preparation%2f,729212.400,1.21
4003414,1.21,Syringe filter CHROMAFIL® Polyvinylidenfluoride (PVDF); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyvinylidenfluoride-4003414?returnurl=%2fenvironmental%2fsample-preparation%2f,729218.400,1.21
4003411,0.29,Syringe filter CHROMAFIL® Polyamide (PA); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,100pk,"€ 81,01",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyamide-pa-type-non-4003411?returnurl=%2fenvironmental%2fsample-preparation%2f,729212,0.29
4003409,0.29,Syringe filter CHROMAFIL® Polytetrafluoroethylene (PTFE); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,100pk,"€ 81,01",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polytetrafluoroethylene-4003409?returnurl=%2fenvironmental%2fsample-preparation%2f,729207,0.29
4003410,1.22,Syringe filter CHROMAFIL® Polytetrafluoroethylene (PTFE); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polytetrafluoroethylene-4003410?returnurl=%2fenvironmental%2fsample-preparation%2f,729207.400,1.22
4003406,1.20,Syringe filter CHROMAFIL® Cellulose mixed ester (MV); Type non sterile; Filter diam. 25 mm; Pore size 0.45 µm; Housing PP-colourless/labelled*,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-cellulose-mixed-ester-mv-4003406?returnurl=%2fenvironmental%2fsample-preparation%2f,729204.400,1.20
4003402,1.25,Syringe filter CHROMAFIL® Polyvinylidenfluoride (PVDF); Type non sterile; Filter diam. 25 mm; Pore size 1.0/0.45 µm; Housing PP-black/white,400pk,"€ 409,02",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyvinylidenfluoride-4003402?returnurl=%2fenvironmental%2fsample-preparation%2f,729039.400,1.25
4003401,0.29,Syringe filter CHROMAFIL® Polyvinylidenfluoride (PVDF); Type non sterile; Filter diam. 25 mm; Pore size 1.0/0.45 µm; Housing PP-black/white,100pk,"€ 102,26",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyvinylidenfluoride-4003401?returnurl=%2fenvironmental%2fsample-preparation%2f,729039,0.29
4003405,0.36,Syringe filter CHROMAFIL® Cellulose mixed ester (MV); Type non sterile; Filter diam. 25 mm; Pore size 0.45 µm; Housing PP-colourless/labelled*,100pk,"€ 81,01",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-cellulose-mixed-ester-mv-4003405?returnurl=%2fenvironmental%2fsample-preparation%2f,729204,0.36
4003400,1.35,Syringe filter CHROMAFIL® regenerated Cellulose (RC); Type non sterile; Filter diam. 15 mm; Pore size 0.45 µm; Housing PP-colourless/blue1),800pk,"€ 648,06",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-regenerated-cellulose-rc-4003400?returnurl=%2fenvironmental%2fsample-preparation%2f,729037.800,1.35
4003399,1.34,Syringe filter CHROMAFIL® regenerated Cellulose (RC); Type non sterile; Filter diam. 15 mm; Pore size 0.20 µm; Housing PP-yellow/blue1),800pk,"€ 648,06",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-regenerated-cellulose-rc-4003399?returnurl=%2fenvironmental%2fsample-preparation%2f,729036.800,1.34
4003397,1.33,Syringe filter CHROMAFIL® Polyester (PET); Type non sterile; Filter diam. 15 mm; Pore size 0.20 µm; Housing PP-yellow/orange1),800pk,"€ 648,06",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyester-pet-type-non-4003397?returnurl=%2fenvironmental%2fsample-preparation%2f,729022.800,1.33
4003398,1.33,Syringe filter CHROMAFIL® Polyester (PET); Type non sterile; Filter diam. 15 mm; Pore size 0.45 µm; Housing PP-colourless/orange1),800pk,"€ 648,06",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polyester-pet-type-non-4003398?returnurl=%2fenvironmental%2fsample-preparation%2f,729023.800,1.33
4003394,1.33,Syringe filter CHROMAFIL® Polytetrafluoroethylene (PTFE); Type non sterile; Filter diam. 15 mm; Pore size 0.20 µm; Housing PP-yellow/colourless1),800pk,"€ 648,06",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-polytetrafluoroethylene-4003394?returnurl=%2fenvironmental%2fsample-preparation%2f,729008.800,1.33
6077735,0.07,Haematocrit sealing compound; Type Haematocrit sealing compound,3pk,"€ 7,64",https://www.reagecon.com/pipettes/haematocrit-sealing-compound-type-haematocrit-6077735?returnurl=%2fpipettes%2f,9120101,0.07
6080498,0.01,Graduated pipettes for tissue culture; clear glass; amber stain graduation; Volume 1 ml; Grad. 0.1 ml; Overall  length 230 ± 3 mm,ea,"€ 6,51",https://www.reagecon.com/pipettes/graduated-pipettes-for-tissue-culture-clear-glass-6080498?returnurl=%2fpipettes%2f,1170135,0.01
6077361,0.03,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 8* ml; Tolerance 0.02 ± ml; Overall  length 450 ± 10 mm,ea,"€ 6,81",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6077361?returnurl=%2fpipettes%2f,1340158,0.03
6077366,0.04,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 40* ml; Tolerance 0.05 ± ml; Overall  length 550 ± 10 mm,ea,"€ 9,18",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6077366?returnurl=%2fpipettes%2f,1340174,0.04
6071748,0.03,Volumetric pipettes; Soda-lime glass; class AS; 2 marks; amber stain graduation; Volume 10 ml; Tolerance 0.02 ± ml; Overall length 450 mm,ea,"€ 7,09",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-2-6071748?returnurl=%2fpipettes%2f,1340260,0.03
6059364,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 0.5 ml; Grad. 0.01 ml; Tolerance 0.006 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,53",https://www.reagecon.com/pipettes/graduated-pipettes-soda-lime-glass-class-as-amber-6059364?returnurl=%2fpipettes%2f,1100129,0.02
6059699,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 2 ml; Grad. 0.02 ml; Tolerance 0.01 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,20",https://www.reagecon.com/pipettes/graduated-pipettes-soda-lime-glass-class-as-amber-6059699?returnurl=%2fpipettes%2f,1100141,0.02
6059800,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 5 ml; Grad. 0.1 ml; Tolerance 0.03 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,60",https://www.reagecon.com/pipettes/graduated-pipettes-soda-lime-glass-class-as-amber-6059800?returnurl=%2fpipettes%2f,1100154,0.02
6058191,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 10 ml; Grad. 0.1 ml; Tolerance 0.05 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,65",https://www.reagecon.com/pipettes/graduated-pipettes-soda-lime-glass-class-as-amber-6058191?returnurl=%2fpipettes%2f,1100160,0.02
6055472,0.07,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 100 ml; Tolerance 0.08 ± ml; Overall  length 600 ± 10 mm,ea,"€ 10,91",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6055472?returnurl=%2fpipettes%2f,1340180,0.07
6057101,0.04,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 30* ml; Tolerance 0.03 ± ml; Overall  length 530 ± 10 mm,ea,"€ 8,47",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6057101?returnurl=%2fpipettes%2f,1340173,0.04
6054343,0.05,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 50 ml; Tolerance 0.05 ± ml; Overall  length 550 ± 10 mm,ea,"€ 7,74",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6054343?returnurl=%2fpipettes%2f,1340175,0.05
6053072,0.03,Volumetric pipettes with piston; amber stain graduation; Volume 1 ml; Tolerance 0.008 ± ml,ea,"€ 12,20",https://www.reagecon.com/pipettes/volumetric-pipettes-with-piston-amber-stain-6053072?returnurl=%2fpipettes%2f,1410133,0.03
6052960,0.04,Graduated pipettes with piston; Soda-lime glass; amber stain graduation; Volume 2 ml; Grad. 0.02 ml; Top diam. 0.7 mm; Overall length 345 mm,ea,"€ 11,70",https://www.reagecon.com/pipettes/graduated-pipettes-with-piston-soda-lime-glass-6052960?returnurl=%2fpipettes%2f,1190141,0.04
6057100,0.03,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 15* ml; Tolerance 0.03 ± ml; Overall  length 520 ± 10 mm,ea,"€ 5,59",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6057100?returnurl=%2fpipettes%2f,1340164,0.03
6056820,0.01,Volumetric pipettes; Soda-lime glass; class AS; 2 marks; amber stain graduation; Volume 3* ml; Tolerance 0.01 ± ml; Overall length 350 mm,ea,"€ 6,09",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-2-6056820?returnurl=%2fpipettes%2f,1340248,0.01
6051027,0.05,Graduated pipettes with piston; Soda-lime glass; amber stain graduation; Volume 5 ml; Grad. 0.05 ml; Top diam. 0.8 mm; Overall length 360 mm,ea,"€ 13,84",https://www.reagecon.com/pipettes/graduated-pipettes-with-piston-soda-lime-glass-6051027?returnurl=%2fpipettes%2f,1190153,0.05
6050827,0.03,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 10 ml; Tolerance 0.02 ± ml; Overall  length 450 ± 10 mm,ea,"€ 6,23",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6050827?returnurl=%2fpipettes%2f,1340160,0.03
6050770,0.08,Graduated pipettes with piston; Soda-lime glass; amber stain graduation; Volume 10 ml; Grad. 0.1 ml; Top diam. 1.0 mm; Overall length 385 mm,ea,"€ 15,77",https://www.reagecon.com/pipettes/graduated-pipettes-with-piston-soda-lime-glass-6050770?returnurl=%2fpipettes%2f,1190160,0.08
EP168-100,0.12,Reagecon pH 1.68 Buffer Solution at 25°C according to European Pharmacopoeia (EP),100ml,"€ 21,11",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-1-68-buffer-solution-at-25-c-according-ep168--100?returnurl=%2fep_buffersolutions%2f,pH 1.68,0.12
6052959,0.01,Volumetric pipettes; Soda-lime glass; class AS; 1 mark; amber stain graduation; Volume 1 ml; Tolerance 0.008 ± ml; Overall  length 325 ± 10 mm,ea,"€ 4,40",https://www.reagecon.com/pipettes/volumetric-pipettes-soda-lime-glass-class-as-1-6052959?returnurl=%2fpipettes%2f,1340133,0.01
EP168,0.62,Reagecon pH 1.68 Buffer Solution at 25°C according to European Pharmacopoeia (EP),500ml,"€ 63,52",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-1-68-buffer-solution-at-25-c-according-ep168?returnurl=%2fep_buffersolutions%2f,pH 1.68,0.62
EP1001,0.62,Reagecon pH 10.01 Buffer Solution at 25°C according to European Pharmacopoeia (EP),500ml,"€ 63,52",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-10-01-buffer-solution-at-25-c-ep1001?returnurl=%2fep_buffersolutions%2f,pH 10.01,0.62
EP1245-100,0.12,Reagecon pH 12.45 Buffer Solution at 25°C according to European Pharmacopoeia (EP),100ml,"€ 26,46",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-12-45-buffer-solution-at-25-c-ep1245--100?returnurl=%2fep_buffersolutions%2f,pH 12.45,0.12
4008300,1.16,Reagecon pH 9.0 Phosphate Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 45,37",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-9-0-phosphate-buffer-solution-4008300?returnurl=%2fep_buffersolutions%2f,pH 9.0,1.16
4007300,1.16,Reagecon pH 10.0 Ammonium Chloride Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 68,09",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-10-0-ammonium-chloride-buffer-solution-4007300?returnurl=%2fep_buffersolutions%2f,pH 10.0,1.16
4012600,1.16,Reagecon pH 3.0 Citrate 0.25M Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 45,37",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-3-0-citrate-0-25m-buffer-solution-4012600?returnurl=%2fep_buffersolutions%2f,pH 3.0,1.16
4007200,1.16,Reagecon pH 9.5 Ammonium Chloride Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 161,93",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-9-5-ammonium-chloride-buffer-solution-4007200?returnurl=%2fep_buffersolutions%2f,pH 9.5,1.16
EP1001-100,0.12,Reagecon pH 10.01 Buffer Solution at 25°C according to European Pharmacopoeia (EP),100ml,"€ 21,65",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-10-01-buffer-solution-at-25-c-ep1001--100?returnurl=%2fep_buffersolutions%2f,pH 10.01,0.12
4004800,1.16,Reagecon pH 7.4 Phosphate Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 45,37",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-7-4-phosphate-buffer-solution-4004800?returnurl=%2fep_buffersolutions%2f,pH 7.4,1.16
4004800-5L,5.05,Reagecon pH 7.4 Phosphate Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),5L,"€ 126,68",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-7-4-phosphate-buffer-solution-4004800--5l?returnurl=%2fep_buffersolutions%2f,pH 7.4,5.05
4002400,1.16,Reagecon pH 6.0 Phosphate Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 44,63",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-6-0-phosphate-buffer-solution-4002400?returnurl=%2fep_buffersolutions%2f,pH 6.0,1.16
4002000-10L,10.10,Reagecon pH 5.5 Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),10L,"€ 238,71",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-5-5-buffer-solution-according-to-4002000--10l?returnurl=%2fep_buffersolutions%2f,pH 5.5,10.10
4000700-5L,5.05,Reagecon pH 3.5 Phosphate Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),5L,"€ 130,20",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-3-5-phosphate-buffer-solution-4000700--5l?returnurl=%2fep_buffersolutions%2f,pH 3.5,5.05
4001400,1.16,Reagecon pH 4.6 Acetate Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 83,94",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-4-6-acetate-buffer-solution-according-4001400?returnurl=%2fep_buffersolutions%2f,pH 4.6,1.16
4000600-500ml,0.62,Reagecon pH 3.5 Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),500ml,"€ 29,62",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-3-5-buffer-solution-according-to-4000600--500ml?returnurl=%2fep_buffersolutions%2f,pH 3.5,0.62
9283657,0.03,Pipette stands for single and multi-channel microliter pipettes; Type Multipette adapter for wall mounting,ea,"€ 25,90",https://www.reagecon.com/pipette-tips/pipette-stands-for-single-and-multi-channel-9283657?returnurl=%2fpipette-tips%2f,4981203009,0.03
4000600,1.16,Reagecon pH 3.5 Buffer Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 45,37",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-3-5-buffer-solution-according-to-4000600?returnurl=%2fep_buffersolutions%2f,pH 3.5,1.16
9282123,1.34,Pipette tips Qualitix® 1000 µl; Description Blue universal tips; Capacity 1000 µl; Length 72.0 mm; Package contents 8 racks of 60,480pk,"€ 49,40",https://www.reagecon.com/pipette-tips/pipette-tips-qualitix-1000-%c2%b5l-description-blue-9282123?returnurl=%2fpipette-tips%2f,319.1000R,1.34
4000100,Kg,Reagecon Acetone Buffered Solution according to European Pharmacopoeia (EP) Chapter 4 (4.1.3),1L,"€ 45,37",https://www.reagecon.com/ep_buffersolutions/reagecon-acetone-buffered-solution-according-to-4000100?returnurl=%2fep_buffersolutions%2f,1.16,1.16
9283348,0.02,Pipette stands for single and multi-channel microliter pipettes; Type Adapter for Research multi-channel pipette,ea,"€ 15,27",https://www.reagecon.com/pipette-tips/pipette-stands-for-single-and-multi-channel-9283348?returnurl=%2fpipette-tips%2f,3114607001,0.02
9282117,1.36,Pipette tips Qualitix® 350 µl; Description Pipette tips; natural; Capacity 350 µl; Length 58.8 mm; Package contents 10 racks of 96,960pk,"€ 78,48",https://www.reagecon.com/pipette-tips/pipette-tips-qualitix-350-%c2%b5l-description-pipette-9282117?returnurl=%2fpipette-tips%2f,308.0350R,1.36
9282122,1.15,Pipette tips Qualitix® 1000 µl; Description Blue universal tips; Capacity 1000 µl; Length 72.0 mm; Package contents 4 bags of 250,1000pk,"€ 27,09",https://www.reagecon.com/pipette-tips/pipette-tips-qualitix-1000-%c2%b5l-description-blue-9282122?returnurl=%2fpipette-tips%2f,319.1000B,1.15
